Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
07.08.2022;08.08.2022;103.847,00;30.579,75;18.354,50;80.758,25;292.343,00;2.595,50;93.513,50;273.755,50;129.782,75;33.507,00;14.376,00;21.029,75
08.08.2022;09.08.2022;103.486,00;30.470,00;2.438,25;78.686,50;290.353,50;2.606,50;95.472,25;301.937,25;187.390,75;42.943,25;34.008,50;25.550,50
09.08.2022;10.08.2022;103.447,25;31.983,75;425,75;117.801,50;294.340,50;2.595,25;95.510,25;302.201,75;185.345,25;50.831,75;31.239,25;32.657,75
10.08.2022;11.08.2022;102.301,00;31.653,75;2.603,75;125.037,50;297.860,25;2.581,00;95.245,25;304.648,25;184.336,25;47.202,50;38.528,75;33.207,50
11.08.2022;12.08.2022;102.562,50;35.387,75;2.947,50;129.689,75;305.227,00;2.592,50;95.113,75;282.467,25;164.686,50;54.748,75;42.345,50;32.681,50
12.08.2022;13.08.2022;103.091,25;39.029,50;13.394,25;154.844,25;289.634,00;2.601,75;95.250,75;255.129,50;162.974,75;54.349,25;36.507,75;32.132,50
13.08.2022;14.08.2022;102.007,75;36.420,50;16.460,00;121.753,25;250.949,75;2.590,50;95.195,50;239.960,75;146.287,00;37.465,50;30.156,50;32.143,50
14.08.2022;15.08.2022;100.815,75;33.499,75;54.525,00;137.643,50;265.011,75;2.556,00;94.957,00;241.917,00;126.104,50;34.877,25;20.685,25;31.573,00
15.08.2022;16.08.2022;100.826,25;33.034,00;37.928,00;131.115,50;202.167,50;2.539,50;94.842,00;275.027,25;153.560,00;58.343,25;27.524,25;32.037,75
16.08.2022;17.08.2022;102.176,75;36.903,25;13.231,75;61.066,75;257.158,25;2.541,25;94.739,00;283.436,25;172.505,50;100.005,75;34.847,50;33.153,25
17.08.2022;18.08.2022;101.374,50;36.747,50;22.533,50;62.549,75;208.182,50;2.510,50;94.878,25;266.506,25;178.089,75;108.964,75;24.961,50;27.418,50
18.08.2022;19.08.2022;102.957,50;34.063,00;37.525,00;94.605,75;164.589,50;2.532,75;94.816,00;283.763,50;184.240,75;106.796,00;12.935,25;24.130,00
19.08.2022;20.08.2022;103.875,75;36.118,75;8.241,50;91.545,25;117.428,00;2.573,25;95.070,25;283.408,25;181.156,25;99.531,25;24.888,00;23.978,50
20.08.2022;21.08.2022;102.885,25;44.224,75;26.224,00;77.945,50;136.778,50;2.587,25;95.437,00;289.693,50;166.671,75;48.975,75;25.739,25;24.964,50
21.08.2022;22.08.2022;103.025,25;40.957,00;41.526,50;65.624,50;246.849,50;2.579,50;95.624,25;265.873,00;145.214,25;56.148,75;13.695,50;23.795,50
22.08.2022;23.08.2022;103.795,25;36.144,75;9.629,25;58.514,50;226.193,00;2.595,00;95.492,75;307.097,25;218.605,25;103.635,00;22.293,00;29.569,50
23.08.2022;24.08.2022;103.024,25;35.551,75;14.383,50;119.198,25;255.564,75;2.593,50;95.459,00;302.751,50;215.178,00;99.319,50;24.763,50;31.150,75
24.08.2022;25.08.2022;102.759,25;34.876,25;12.468,50;115.190,00;251.450,00;2.584,50;95.052,00;292.105,50;223.466,50;101.498,25;26.985,00;33.233,75
25.08.2022;26.08.2022;102.522,75;33.402,75;68.872,00;142.952,75;242.167,25;2.570,75;94.611,00;285.020,75;230.587,25;92.803,75;24.427,50;32.386,50
26.08.2022;27.08.2022;103.973,25;35.692,75;52.753,25;108.629,50;174.569,25;2.547,75;94.809,75;286.712,50;228.707,50;96.256,00;24.318,25;32.845,75
27.08.2022;28.08.2022;103.800,75;37.546,00;58.960,25;137.600,75;109.886,00;2.541,00;95.219,25;298.452,50;167.422,75;62.911,75;13.219,50;32.682,25
28.08.2022;29.08.2022;102.700,25;36.588,75;107.975,75;185.379,00;195.745,75;2.545,00;95.432,00;268.371,50;133.772,75;44.641,25;9.540,75;31.625,25
29.08.2022;30.08.2022;104.746,50;33.468,00;44.189,75;101.678,50;224.245,25;2.546,75;95.534,00;285.087,00;210.937,50;83.306,00;32.251,75;32.076,50
30.08.2022;31.08.2022;104.835,00;32.633,00;41.786,50;115.815,75;229.045,50;2.560,00;95.318,00;283.517,25;250.025,75;91.522,00;19.986,75;31.110,50
31.08.2022;01.09.2022;105.132,00;34.573,50;43.628,50;163.932,75;158.518,50;2.601,50;95.643,00;290.284,25;235.712,50;196.506,25;31.882,25;30.936,00
01.09.2022;02.09.2022;104.762,00;33.705,75;29.150,50;161.447,75;212.212,25;2.713,25;95.773,50;296.843,75;227.027,75;91.417,25;29.605,00;30.134,75
02.09.2022;03.09.2022;105.132,75;29.748,75;70.691,00;253.499,25;256.181,50;2.732,00;96.085,75;296.408,75;221.246,50;65.243,25;27.852,50;30.489,75
03.09.2022;04.09.2022;104.102,50;28.102,00;108.811,50;312.560,25;200.961,50;2.736,50;95.905,75;260.951,50;113.520,00;36.604,50;34.984,25;27.627,50
04.09.2022;05.09.2022;103.448,00;30.453,50;90.484,00;174.359,75;233.705,50;2.714,50;95.674,25;277.488,50;117.723,25;45.349,75;23.216,25;27.792,00
05.09.2022;06.09.2022;103.474,25;30.862,75;97.199,75;236.955,75;236.707,75;2.705,25;95.313,75;300.070,25;219.036,25;58.406,00;37.754,75;29.166,75
06.09.2022;07.09.2022;102.964,00;33.416,25;100.903,75;262.028,00;194.246,50;2.688,25;94.900,00;312.898,00;209.419,25;65.672,50;36.972,25;29.653,00
07.09.2022;08.09.2022;103.791,25;33.520,25;36.810,75;127.389,00;189.929,50;2.630,50;95.079,50;304.666,50;236.122,50;90.696,75;26.416,50;29.303,75
08.09.2022;09.09.2022;103.585,50;34.447,50;57.714,75;211.194,25;107.951,00;2.720,75;95.480,00;324.483,75;228.810,25;73.043,50;23.184,25;28.680,50
09.09.2022;10.09.2022;104.830,75;37.127,50;21.015,00;207.466,50;162.506,00;2.745,25;96.017,75;323.451,00;210.537,25;59.134,00;21.997,50;27.295,75
10.09.2022;11.09.2022;104.486,50;35.741,75;12.386,00;143.344,25;130.303,50;2.747,25;96.268,75;293.897,50;186.109,25;50.439,50;13.832,25;26.857,75
11.09.2022;12.09.2022;103.711,25;35.077,25;2.052,75;64.796,50;138.448,75;2.750,00;96.035,25;294.005,50;178.084,50;57.287,00;19.668,25;26.630,00
12.09.2022;13.09.2022;104.130,25;35.904,50;50.010,75;59.968,50;213.970,50;2.747,50;96.120,00;275.223,75;223.851,25;81.159,25;30.356,50;27.048,00
13.09.2022;14.09.2022;104.298,75;35.414,00;102.604,75;219.024,75;148.852,75;2.641,50;95.967,25;286.949,50;222.864,50;77.775,25;27.850,00;31.086,50
14.09.2022;15.09.2022;104.865,75;36.773,50;65.751,00;108.928,50;86.982,50;2.661,75;95.632,75;294.139,00;241.330,50;84.839,25;33.671,50;28.572,25
15.09.2022;16.09.2022;105.029,25;37.260,25;115.111,25;298.080,25;112.535,00;2.718,75;95.669,75;304.452,75;219.801,50;48.090,50;31.570,75;29.224,25
16.09.2022;17.09.2022;105.233,75;37.557,00;122.217,25;497.076,25;134.723,25;2.770,00;96.712,00;274.301,00;110.506,50;43.154,75;34.050,25;31.841,00
17.09.2022;18.09.2022;105.979,50;34.931,50;115.246,50;515.921,25;137.620,75;2.777,75;96.002,25;176.889,50;74.448,75;30.622,75;32.669,00;30.210,50
18.09.2022;19.09.2022;105.469,50;38.390,75;109.525,25;535.129,00;96.324,75;2.772,75;97.214,75;176.048,25;67.031,75;30.758,75;23.528,50;29.901,00
19.09.2022;20.09.2022;106.725,00;40.310,75;137.559,00;352.122,25;133.375,75;2.775,25;97.129,50;283.304,00;136.478,00;49.148,50;36.500,75;30.116,50
20.09.2022;21.09.2022;107.423,50;38.481,00;46.222,75;123.156,00;156.101,00;2.781,00;97.398,00;309.786,00;249.197,25;88.994,25;26.195,50;29.577,00
21.09.2022;22.09.2022;108.725,75;37.931,75;1.718,00;30.982,75;211.851,00;2.797,50;97.524,50;312.633,00;259.765,25;111.107,50;27.289,25;30.018,50
22.09.2022;23.09.2022;108.679,00;37.374,25;14.762,25;34.977,50;227.575,50;2.812,00;97.507,50;324.243,50;272.400,25;88.620,75;32.165,50;31.222,00
23.09.2022;24.09.2022;109.699,75;37.199,50;32.493,25;80.089,00;197.508,50;2.794,75;97.339,25;322.825,25;275.442,25;89.823,00;25.754,25;31.438,25
24.09.2022;25.09.2022;109.201,75;33.637,00;81.631,25;43.973,50;101.173,75;2.771,50;96.991,25;320.073,50;220.058,25;48.811,25;19.631,00;31.322,25
25.09.2022;26.09.2022;108.800,75;32.535,25;45.414,25;68.973,00;107.384,75;2.744,25;96.961,75;294.800,00;200.928,00;48.635,50;21.246,75;31.094,00
26.09.2022;27.09.2022;108.682,75;33.904,75;110.580,00;422.515,00;124.278,75;2.746,50;96.853,50;279.714,75;164.079,75;44.046,50;19.326,75;31.082,00
27.09.2022;28.09.2022;109.965,25;38.094,00;52.277,00;320.416,25;90.263,00;2.806,75;97.105,25;283.896,25;227.460,00;61.709,00;30.882,25;31.031,75
28.09.2022;29.09.2022;110.549,25;40.434,75;2.463,75;101.168,50;90.665,75;2.801,00;97.538,00;315.275,25;277.169,75;79.591,50;35.604,25;32.109,50
29.09.2022;30.09.2022;110.673,75;40.813,00;19.729,25;48.563,50;126.481,25;2.803,75;97.481,75;320.762,50;289.237,25;75.691,00;39.714,50;24.984,50
30.09.2022;01.10.2022;102.801,75;41.573,25;57.915,00;135.441,50;171.060,50;2.809,50;97.205,25;297.098,75;246.816,75;58.784,00;38.421,00;30.221,25
01.10.2022;02.10.2022;102.409,50;36.563,00;125.667,00;621.318,25;58.263,75;2.929,50;96.696,00;165.509,25;63.207,50;32.510,50;30.233,25;30.829,00
02.10.2022;03.10.2022;102.806,25;39.588,25;146.720,00;461.597,00;89.902,25;2.802,75;94.269,75;191.579,00;71.976,50;30.826,75;29.421,00;30.997,50
03.10.2022;04.10.2022;104.149,25;50.559,00;66.542,50;299.781,25;130.439,25;2.776,00;96.773,75;244.175,25;141.713,75;32.863,75;47.320,50;30.687,75
04.10.2022;05.10.2022;105.112,00;51.954,75;100.555,75;185.642,25;170.329,00;2.764,00;96.624,50;293.136,25;188.413,75;46.745,50;42.678,75;30.044,75
05.10.2022;06.10.2022;103.465,50;46.019,75;129.180,00;501.831,75;162.533,50;2.731,50;95.186,50;249.156,50;104.302,00;35.680,50;34.396,00;29.983,75
06.10.2022;07.10.2022;103.147,75;43.494,75;106.216,25;436.727,75;174.167,25;2.721,25;93.425,25;261.512,50;138.355,75;43.845,50;45.732,00;30.401,00
07.10.2022;08.10.2022;106.005,00;43.281,50;115.089,50;270.424,25;172.445,50;2.767,25;96.666,25;294.244,50;181.932,75;45.811,00;47.926,75;31.063,00
08.10.2022;09.10.2022;105.409,75;39.170,75;110.454,50;352.838,75;112.380,75;2.806,50;96.763,00;298.528,00;121.252,00;42.892,75;29.078,75;30.979,00
09.10.2022;10.10.2022;104.170,00;35.567,25;61.460,50;203.371,25;182.336,00;2.848,25;97.122,25;302.488,75;83.169,50;36.971,75;26.100,50;28.412,75
10.10.2022;11.10.2022;101.641,25;36.533,75;109.545,25;321.671,50;153.794,00;2.815,00;96.984,75;308.904,50;180.446,25;49.176,25;32.856,50;29.578,25
11.10.2022;12.10.2022;102.145,25;36.567,50;65.965,25;131.241,50;133.559,00;2.770,50;96.876,25;319.547,00;225.934,50;92.031,25;38.384,25;29.422,00
12.10.2022;13.10.2022;103.055,25;39.528,75;40.120,25;59.425,75;140.581,25;2.752,00;96.849,75;308.966,00;258.085,25;101.752,75;36.282,00;27.063,75
13.10.2022;14.10.2022;103.272,00;37.549,25;41.446,50;142.615,75;80.085,00;2.760,75;96.752,00;323.806,25;255.677,50;104.218,75;38.825,00;27.169,25
14.10.2022;15.10.2022;101.650,75;40.861,25;30.306,50;127.983,50;73.822,25;2.725,50;96.631,25;338.354,50;215.278,75;100.968,50;37.168,00;26.723,00
15.10.2022;16.10.2022;99.728,75;36.401,25;72.104,50;258.944,25;75.646,50;2.758,50;96.181,75;306.598,25;100.535,00;45.897,25;18.781,25;25.709,25
16.10.2022;17.10.2022;99.636,50;32.350,25;98.122,75;294.823,25;124.368,50;2.719,75;95.694,25;260.699,25;84.646,25;45.402,75;26.664,75;24.850,00
17.10.2022;18.10.2022;102.284,00;30.808,25;86.919,00;291.679,50;138.146,00;2.746,25;95.141,50;311.795,00;134.317,25;88.464,25;33.589,00;25.994,75
18.10.2022;19.10.2022;104.879,50;31.532,50;90.822,50;132.449,00;89.098,50;2.795,25;96.181,00;279.046,75;220.893,50;117.166,00;38.315,75;26.301,75
19.10.2022;20.10.2022;106.935,75;30.787,50;40.901,75;151.118,50;102.418,75;2.790,25;96.671,25;284.135,00;160.483,25;119.208,00;36.107,75;27.780,00
20.10.2022;21.10.2022;107.160,25;29.854,75;118.495,00;429.197,00;109.921,00;2.834,00;96.613,00;265.626,00;120.667,25;75.776,25;33.852,25;27.630,25
21.10.2022;22.10.2022;110.741,50;31.255,25;26.300,25;238.386,50;52.028,75;2.935,25;67.460,75;301.491,75;128.490,75;105.236,50;33.779,75;30.898,50
22.10.2022;23.10.2022;110.046,75;31.758,25;50.923,50;207.464,75;103.385,50;2.935,00;63.187,00;262.672,50;56.212,75;71.441,00;21.424,25;31.117,75
23.10.2022;24.10.2022;109.692,50;31.321,75;61.833,75;258.518,50;99.758,00;2.809,25;63.171,50;246.736,25;42.010,00;54.515,75;14.932,75;30.853,00
24.10.2022;25.10.2022;109.479,00;31.074,75;117.062,50;604.665,50;56.498,00;2.750,00;62.988,50;203.954,25;77.569,50;68.722,50;23.980,50;30.765,25
25.10.2022;26.10.2022;109.784,25;42.954,75;101.347,25;344.400,50;100.456,25;2.987,50;63.240,25;256.476,00;64.170,25;105.340,50;33.744,25;31.145,50
26.10.2022;27.10.2022;109.890,00;40.552,00;69.340,75;188.883,75;100.052,00;2.914,75;63.238,00;327.264,25;60.726,25;113.760,25;26.243,50;30.718,50
27.10.2022;28.10.2022;110.146,50;39.321,25;96.386,25;251.184,00;134.706,00;2.820,50;63.001,50;323.275,25;58.391,00;70.990,75;31.181,00;29.606,00
28.10.2022;29.10.2022;110.341,50;38.271,25;72.372,75;350.677,50;105.474,50;2.813,25;62.732,50;311.822,75;50.628,00;61.843,25;25.726,00;30.085,00
29.10.2022;30.10.2022;110.214,75;35.438,50;33.816,00;147.226,75;91.016,00;2.973,25;67.147,25;271.449,25;45.480,25;61.089,75;22.038,25;30.074,75
30.10.2022;31.10.2022;114.807,00;34.851,00;32.287,50;143.196,75;125.062,00;1.482,75;78.095,50;293.823,00;42.445,50;52.329,75;29.544,75;24.736,50
31.10.2022;01.11.2022;110.615,50;36.319,50;47.730,50;135.339,25;90.232,75;3.508,75;91.396,50;294.906,75;57.190,00;99.735,00;36.973,50;31.843,50
01.11.2022;02.11.2022;108.931,50;33.472,75;134.888,50;465.932,25;75.747,00;3.134,00;93.806,75;216.964,75;56.970,00;31.245,50;27.214,50;31.268,25
02.11.2022;03.11.2022;109.936,25;30.212,75;128.439,75;552.885,50;94.638,00;3.155,50;96.209,50;224.798,25;75.798,75;56.937,25;35.689,00;30.062,00
03.11.2022;04.11.2022;112.357,75;31.666,75;129.970,75;483.416,50;75.999,00;3.267,75;96.246,00;293.150,50;59.553,00;70.064,25;26.808,00;32.665,25
04.11.2022;05.11.2022;113.246,00;36.127,75;116.367,00;260.334,50;40.856,25;3.383,25;96.460,25;326.148,75;153.900,75;88.685,50;41.936,25;32.191,50
05.11.2022;06.11.2022;112.687,50;32.994,50;95.078,25;262.461,00;75.011,00;3.267,50;96.630,50;290.166,75;98.555,00;50.714,25;19.426,50;31.387,75
06.11.2022;07.11.2022;110.982,75;30.267,25;109.283,50;502.915,25;92.948,50;3.069,00;96.412,50;132.268,00;113.274,00;34.750,25;30.114,50;30.861,75
07.11.2022;08.11.2022;111.996,00;29.245,75;112.221,75;584.671,25;67.388,00;3.280,25;95.624,50;223.247,75;115.275,50;52.211,00;40.211,25;31.878,25
08.11.2022;09.11.2022;111.813,50;29.486,25;118.139,75;526.636,00;98.582,25;3.478,75;95.833,25;245.356,75;114.791,75;55.644,50;36.668,25;30.312,50
09.11.2022;10.11.2022;111.764,75;30.898,75;121.145,25;548.036,50;55.474,25;3.378,00;95.359,25;274.919,75;121.409,00;54.645,50;35.787,00;30.113,25
10.11.2022;11.11.2022;111.579,50;33.317,50;141.422,00;454.726,25;90.052,25;3.347,25;95.348,00;294.493,50;134.589,00;49.424,00;37.001,25;30.563,00
11.11.2022;12.11.2022;113.175,50;32.564,50;143.480,00;362.331,00;71.068,50;3.443,75;95.904,25;314.755,75;141.144,00;57.980,00;33.922,50;29.416,50
12.11.2022;13.11.2022;114.398,75;34.662,25;35.759,00;95.059,00;68.453,00;3.690,00;96.055,25;356.344,25;170.684,00;59.395,00;32.101,50;28.887,00
13.11.2022;14.11.2022;113.179,25;30.108,00;42.773,00;234.093,75;91.173,25;3.671,25;95.774,25;338.564,50;168.574,75;53.615,00;18.671,50;27.427,50
14.11.2022;15.11.2022;112.316,00;29.680,50;104.727,50;352.450,75;75.810,75;3.541,75;95.598,75;364.294,50;204.587,50;89.528,00;38.808,25;23.732,75
15.11.2022;16.11.2022;112.174,00;32.008,75;93.532,50;286.640,25;83.030,25;3.279,00;95.038,50;364.050,25;253.436,50;59.410,25;40.175,00;23.781,25
16.11.2022;17.11.2022;109.983,75;32.884,50;116.094,25;432.093,00;35.605,75;3.446,75;94.838,50;348.822,00;197.108,00;64.473,75;37.618,75;23.828,00
17.11.2022;18.11.2022;106.147,00;30.424,75;73.471,50;681.175,25;29.370,00;3.445,00;94.563,25;258.940,50;196.660,00;60.566,75;35.020,50;27.259,50
18.11.2022;19.11.2022;108.632,50;30.650,00;119.617,50;325.554,75;27.641,00;3.666,25;94.635,25;349.143,75;258.345,50;76.139,75;44.972,00;30.411,50
19.11.2022;20.11.2022;108.582,25;32.402,75;64.562,50;144.211,25;42.290,50;3.765,50;94.931,75;342.849,50;277.347,00;73.272,75;37.184,75;29.769,25
20.11.2022;21.11.2022;108.145,00;28.813,50;21.148,50;143.547,75;36.234,25;3.696,25;94.549,50;340.879,75;264.456,00;66.873,50;21.170,75;29.784,00
21.11.2022;22.11.2022;108.595,50;31.275,00;48.524,50;213.278,00;46.999,25;3.877,25;94.288,25;352.259,25;248.365,25;110.238,00;52.336,25;34.023,75
22.11.2022;23.11.2022;108.773,25;32.017,75;145.310,50;365.214,25;30.260,25;3.913,25;93.738,25;338.842,25;221.565,75;95.047,00;42.362,25;35.080,25
23.11.2022;24.11.2022;110.880,75;32.259,00;119.370,00;346.617,25;66.712,25;3.768,50;93.457,50;346.217,50;244.363,00;88.414,75;32.317,25;36.203,50
24.11.2022;25.11.2022;109.731,00;33.761,25;93.508,00;268.031,25;36.739,25;3.734,50;93.037,75;352.494,25;247.281,25;98.147,00;43.425,75;35.417,50
25.11.2022;26.11.2022;111.182,00;32.755,75;85.775,50;234.596,75;42.231,75;3.681,75;93.053,50;309.191,00;315.428,50;103.550,25;32.230,50;34.207,00
26.11.2022;27.11.2022;110.882,00;30.552,00;54.974,25;153.219,00;37.131,25;3.188,50;92.812,75;322.560,75;331.617,75;74.993,50;28.639,50;32.677,00
27.11.2022;28.11.2022;109.384,75;28.120,00;111.030,50;309.986,50;46.891,50;3.181,00;92.824,50;296.428,75;215.230,75;65.621,00;20.276,25;31.214,00
28.11.2022;29.11.2022;109.820,00;28.862,50;82.630,50;299.125,50;20.856,00;3.526,00;89.451,75;332.153,25;296.864,50;123.202,00;46.295,00;36.516,75
29.11.2022;30.11.2022;110.240,25;32.069,50;27.989,75;74.328,25;14.191,00;4.348,25;92.192,25;351.269,25;353.412,25;167.378,00;40.975,00;32.703,25
30.11.2022;01.12.2022;109.903,50;34.422,00;27.659,50;61.940,50;16.870,00;4.267,25;92.118,50;362.878,25;364.124,25;186.480,25;39.366,50;35.137,00
01.12.2022;02.12.2022;107.845,25;31.975,00;35.212,25;65.785,00;15.823,25;4.284,00;89.876,75;366.651,00;362.199,75;182.776,75;45.363,50;37.290,00
02.12.2022;03.12.2022;109.413,00;29.999,50;105.185,00;193.288,50;7.722,25;4.485,00;90.357,00;346.143,25;347.006,50;153.644,75;27.432,00;36.899,75
03.12.2022;04.12.2022;110.209,75;26.529,50;129.350,25;157.391,25;7.715,50;4.448,25;87.105,00;305.452,75;311.916,25;137.119,50;26.251,00;35.613,00
04.12.2022;05.12.2022;108.902,25;24.056,75;119.626,25;182.437,75;10.136,50;4.482,25;86.333,50;299.595,75;284.669,25;119.229,25;15.784,00;35.798,75
05.12.2022;06.12.2022;109.024,25;26.599,00;113.125,50;127.835,50;8.491,25;4.212,25;89.683,50;365.389,50;313.619,25;160.021,00;41.772,25;38.167,50
06.12.2022;07.12.2022;108.771,75;29.422,25;52.471,00;101.421,00;13.966,75;4.377,50;89.853,50;362.946,50;342.966,50;175.255,25;37.097,50;36.015,00
07.12.2022;08.12.2022;108.293,25;27.511,00;93.624,50;298.598,75;27.872,00;4.517,00;86.327,00;345.837,50;319.389,50;160.341,75;27.851,75;42.404,25
08.12.2022;09.12.2022;107.929,75;26.152,75;28.925,75;160.441,25;26.011,00;4.525,50;88.823,25;359.830,00;357.510,25;173.391,25;40.584,50;38.847,50
09.12.2022;10.12.2022;111.051,50;28.859,00;53.850,25;55.321,50;20.380,25;4.577,25;87.784,50;349.620,75;329.936,00;185.096,50;43.209,50;39.053,50
10.12.2022;11.12.2022;114.657,00;26.082,75;44.743,25;35.731,50;14.257,50;4.602,25;89.497,00;323.901,75;332.786,00;166.288,25;20.006,00;34.651,50
11.12.2022;12.12.2022;113.729,00;24.099,75;50.678,75;33.018,75;11.697,50;4.672,50;90.027,75;333.878,25;327.604,75;154.405,50;23.197,75;34.556,25
12.12.2022;13.12.2022;113.533,00;27.505,75;40.154,00;72.573,50;25.099,50;4.604,75;89.764,25;367.831,25;347.047,00;194.526,00;48.875,25;38.269,00
13.12.2022;14.12.2022;113.094,50;29.350,75;70.908,75;148.224,75;33.740,50;4.558,25;89.521,25;369.029,75;346.301,50;191.976,75;50.288,50;37.180,25
14.12.2022;15.12.2022;114.396,00;30.227,00;71.296,50;158.697,00;15.650,25;4.099,25;89.238,25;374.847,00;335.207,75;186.945,00;56.206,50;38.026,00
15.12.2022;16.12.2022;115.183,25;31.639,25;81.169,00;162.815,25;21.061,50;3.683,25;88.960,00;353.631,50;302.762,50;186.423,25;44.031,50;37.046,50
16.12.2022;17.12.2022;115.629,00;31.994,25;32.108,25;72.428,00;16.909,50;3.664,00;88.721,00;358.040,25;307.755,00;188.358,25;53.086,50;34.847,00
17.12.2022;18.12.2022;115.009,00;29.091,00;110.846,25;77.181,50;16.266,00;3.689,00;88.545,00;348.192,00;279.054,50;145.636,00;25.609,00;32.745,50
18.12.2022;19.12.2022;114.253,25;25.392,50;114.040,75;324.751,00;16.792,50;3.716,00;88.111,75;298.723,00;236.190,50;115.746,75;17.424,25;31.377,00
19.12.2022;20.12.2022;113.837,00;25.362,50;135.266,50;582.296,00;6.464,25;3.630,75;87.742,75;274.107,25;179.408,75;120.263,75;27.480,25;31.591,75
20.12.2022;21.12.2022;112.907,75;25.871,25;112.258,25;589.276,75;11.809,50;3.497,00;87.309,00;259.379,50;180.328,00;99.319,25;40.980,50;31.015,00
21.12.2022;22.12.2022;113.183,75;26.212,25;93.099,25;362.996,50;14.140,75;3.679,00;86.974,25;299.795,50;211.378,00;90.689,75;26.507,75;31.184,25
22.12.2022;23.12.2022;113.741,75;27.814,25;99.398,25;421.688,00;18.678,75;4.152,50;86.476,25;304.320,00;172.016,25;70.973,00;21.684,00;33.605,50
23.12.2022;24.12.2022;114.818,25;33.784,50;37.453,75;285.186,25;12.208,00;4.301,25;85.968,50;305.345,50;170.916,75;81.572,75;41.806,00;34.234,25
24.12.2022;25.12.2022;113.062,25;40.988,00;50.451,25;383.540,25;27.766,50;3.869,75;85.741,00;279.750,50;73.732,75;61.387,00;44.557,50;32.800,75
25.12.2022;26.12.2022;113.055,75;37.284,00;77.995,00;294.718,25;36.690,25;3.324,25;85.670,25;197.666,25;59.617,00;48.805,00;32.704,25;31.517,25
26.12.2022;27.12.2022;111.713,00;34.043,75;115.326,75;594.453,25;15.361,25;3.285,00;85.186,25;126.343,00;86.764,75;44.737,50;20.431,50;31.180,75
27.12.2022;28.12.2022;112.840,00;36.079,00;137.652,50;562.755,75;49.895,75;3.331,75;85.404,25;156.293,75;102.035,25;53.677,00;43.122,25;30.893,50
28.12.2022;29.12.2022;112.354,50;35.127,00;142.179,25;696.755,25;30.965,25;3.222,75;84.808,25;120.110,25;69.525,75;49.771,75;36.019,75;25.890,25
29.12.2022;30.12.2022;110.182,50;32.496,50;107.179,75;738.053,25;31.120,25;3.142,00;84.068,75;118.496,75;87.900,25;45.552,50;43.196,50;30.187,50
30.12.2022;31.12.2022;110.101,00;31.841,00;121.809,75;659.710,75;48.949,25;3.176,50;83.458,50;113.228,00;82.357,50;41.400,50;29.982,75;30.076,75
31.12.2022;01.01.2023;109.650,75;30.451,25;99.311,25;674.964,00;33.744,25;2.996,75;80.582,75;91.227,00;54.711,50;37.992,50;22.072,75;29.791,25
01.01.2023;02.01.2023;108.038,50;29.786,75;108.998,25;559.733,75;42.598,00;3.077,00;59.036,50;97.752,00;49.896,50;38.077,75;20.185,75;29.318,75
02.01.2023;03.01.2023;110.865,25;29.937,25;85.465,25;579.572,25;33.059,00;3.224,50;59.035,75;256.484,25;76.830,50;54.631,25;29.632,50;30.752,75
03.01.2023;04.01.2023;112.658,25;31.648,25;101.895,50;326.506,00;44.326,50;3.637,00;59.058,00;316.322,00;159.465,00;78.289,75;48.884,25;31.248,25
04.01.2023;05.01.2023;112.261,25;31.342,00;124.654,00;962.851,50;12.988,25;3.069,75;58.430,50;121.924,75;125.344,00;54.073,25;28.163,25;24.562,75
05.01.2023;06.01.2023;114.491,25;31.451,75;61.968,75;634.491,50;22.256,75;3.489,75;58.084,25;210.936,75;159.067,75;80.444,50;52.658,75;25.622,25
06.01.2023;07.01.2023;115.694,50;29.666,00;134.245,50;513.458,25;29.148,50;3.671,25;58.026,50;244.328,75;112.201,25;71.876,50;26.927,25;32.210,50
07.01.2023;08.01.2023;115.484,00;28.568,50;140.286,75;441.193,75;45.553,00;3.208,75;57.812,25;171.397,00;55.414,50;52.713,50;27.556,25;30.437,75
08.01.2023;09.01.2023;115.012,75;29.385,50;148.974,25;470.348,00;22.725,00;3.330,00;57.922,25;159.628,75;54.708,75;53.130,00;37.527,00;31.560,75
09.01.2023;10.01.2023;115.336,75;32.123,25;95.994,25;442.638,75;25.437,00;3.454,25;57.592,50;299.406,50;145.708,25;82.958,25;50.222,75;31.917,00
10.01.2023;11.01.2023;114.434,75;34.466,00;94.434,25;508.477,50;28.625,25;3.565,50;57.408,50;337.982,75;165.357,50;84.335,75;37.405,00;31.170,25
11.01.2023;12.01.2023;113.533,25;34.546,00;116.704,75;691.028,00;18.417,75;3.379,00;56.946,00;254.808,25;145.064,00;73.477,25;46.435,75;30.547,75
12.01.2023;13.01.2023;113.602,25;34.685,50;115.519,50;953.750,50;18.424,25;3.163,25;56.438,25;155.098,75;118.406,00;61.216,00;45.444,75;29.998,75
