Datum von;Datum bis;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen
14.06.2022;15.06.2022;430.196,75;34.020,25;97.564,75;298.611,75
15.06.2022;16.06.2022;386.890,50;3.359,25;62.210,50;321.320,75
16.06.2022;17.06.2022;420.130,50;8.038,50;122.771,00;289.321,00
17.06.2022;18.06.2022;416.182,25;55.161,50;69.831,75;291.189,00
18.06.2022;19.06.2022;557.436,75;39.823,25;200.846,50;316.767,00
19.06.2022;20.06.2022;535.243,50;17.727,00;234.118,00;283.398,50
20.06.2022;21.06.2022;430.524,50;44.508,75;188.979,00;197.036,75
21.06.2022;22.06.2022;446.032,25;24.873,50;115.180,75;305.978,00
22.06.2022;23.06.2022;310.150,50;5.336,50;53.981,50;250.832,50
23.06.2022;24.06.2022;427.204,25;30.298,50;96.456,00;300.449,75
24.06.2022;25.06.2022;491.117,75;58.655,50;222.558,00;209.904,25
25.06.2022;26.06.2022;344.700,00;19.531,00;64.173,75;260.995,25
26.06.2022;27.06.2022;351.617,50;18.662,00;64.109,75;268.845,75
27.06.2022;28.06.2022;377.894,00;16.302,25;139.126,50;222.465,25
28.06.2022;29.06.2022;355.095,75;13.508,00;83.894,75;257.693,00
29.06.2022;30.06.2022;391.178,50;50.947,00;149.179,50;191.052,00
30.06.2022;01.07.2022;432.960,00;56.782,00;92.195,50;283.982,50
01.07.2022;02.07.2022;415.136,75;58.191,00;216.892,00;140.053,75
02.07.2022;03.07.2022;487.572,00;60.059,75;99.033,00;328.479,25
03.07.2022;04.07.2022;481.915,75;24.607,50;141.207,50;316.100,75
04.07.2022;05.07.2022;489.781,75;63.010,00;146.021,50;280.750,25
05.07.2022;06.07.2022;496.116,75;64.203,00;140.825,75;291.088,00
06.07.2022;07.07.2022;531.680,50;77.505,25;187.396,25;266.779,00
07.07.2022;08.07.2022;678.464,25;113.369,75;421.538,25;143.556,25
08.07.2022;09.07.2022;592.418,75;70.398,50;288.474,75;233.545,50
09.07.2022;10.07.2022;598.659,00;98.087,50;282.592,00;217.979,50
10.07.2022;11.07.2022;636.351,75;89.319,25;333.018,50;214.014,00
11.07.2022;12.07.2022;348.502,75;27.314,25;101.086,75;220.101,75
12.07.2022;13.07.2022;386.721,75;31.357,50;59.074,50;296.289,75
13.07.2022;14.07.2022;498.918,25;48.041,25;210.819,50;240.057,50
14.07.2022;15.07.2022;521.613,00;59.993,75;195.132,50;266.486,75
15.07.2022;16.07.2022;553.553,50;74.676,00;218.468,25;260.409,25
16.07.2022;17.07.2022;657.155,25;81.064,50;291.764,50;284.326,25
17.07.2022;18.07.2022;427.301,00;27.157,75;81.463,00;318.680,25
18.07.2022;19.07.2022;386.593,50;42.554,50;42.175,50;301.863,50
19.07.2022;20.07.2022;442.996,00;30.801,25;86.457,00;325.737,75
20.07.2022;21.07.2022;623.914,75;82.823,00;242.858,50;298.233,25
21.07.2022;22.07.2022;453.467,25;51.428,25;186.838,75;215.200,25
22.07.2022;23.07.2022;414.737,75;48.300,00;101.687,75;264.750,00
23.07.2022;24.07.2022;355.603,75;26.514,50;101.552,25;227.537,00
24.07.2022;25.07.2022;437.970,75;67.926,75;69.914,25;300.129,75
25.07.2022;26.07.2022;637.040,75;74.683,25;301.728,00;260.629,50
26.07.2022;27.07.2022;553.502,50;94.285,50;244.226,50;214.990,50
27.07.2022;28.07.2022;481.600,00;76.369,00;170.788,25;234.442,75
28.07.2022;29.07.2022;376.873,00;9.601,75;92.028,50;275.242,75
29.07.2022;30.07.2022;378.796,50;25.179,75;138.288,75;215.328,00
30.07.2022;31.07.2022;324.187,00;10.761,50;83.585,25;229.840,25
31.07.2022;01.08.2022;318.736,25;24.533,25;72.973,25;221.229,75
01.08.2022;02.08.2022;390.962,75;32.537,50;134.418,75;224.006,50
02.08.2022;03.08.2022;405.126,00;72.554,00;51.092,50;281.479,50
03.08.2022;04.08.2022;430.679,50;63.096,50;67.824,50;299.758,50
04.08.2022;05.08.2022;422.456,75;25.073,25;109.304,25;288.079,25
05.08.2022;06.08.2022;392.161,00;21.079,25;163.489,00;207.592,75
06.08.2022;07.08.2022;432.779,50;38.906,25;137.446,75;256.426,50
07.08.2022;08.08.2022;379.234,50;16.614,25;74.991,75;287.628,50
08.08.2022;09.08.2022;366.926,75;2.966,25;69.956,50;294.004,00
09.08.2022;10.08.2022;405.741,00;763,50;110.910,50;294.067,00
10.08.2022;11.08.2022;416.667,75;2.329,50;111.563,00;302.775,25
11.08.2022;12.08.2022;434.181,75;3.951,00;120.058,00;310.172,75
12.08.2022;13.08.2022;452.263,50;13.814,00;140.765,25;297.684,25
13.08.2022;14.08.2022;401.632,75;17.918,00;118.484,75;265.230,00
14.08.2022;15.08.2022;456.103,25;52.526,75;130.619,25;272.957,25
15.08.2022;16.08.2022;350.595,25;33.042,75;106.016,25;211.536,25
16.08.2022;17.08.2022;333.335,25;11.458,00;57.802,00;264.075,25
17.08.2022;18.08.2022;302.332,75;13.611,25;56.671,00;232.050,50
18.08.2022;19.08.2022;293.147,50;37.391,00;89.637,75;166.118,75
19.08.2022;20.08.2022;235.245,50;9.131,25;97.627,75;128.486,50
20.08.2022;21.08.2022;225.095,50;21.662,25;74.470,75;128.962,50
21.08.2022;22.08.2022;348.918,25;40.106,75;66.387,25;242.424,25
22.08.2022;23.08.2022;283.713,00;6.986,00;54.098,00;222.629,00
23.08.2022;24.08.2022;385.064,75;13.647,50;120.036,50;251.380,75
24.08.2022;25.08.2022;385.440,25;13.503,50;115.595,25;256.341,50
25.08.2022;26.08.2022;446.266,50;67.581,00;133.622,50;245.063,00
26.08.2022;27.08.2022;327.794,00;48.378,25;90.847,75;188.568,00
27.08.2022;28.08.2022;320.532,25;61.593,50;144.071,25;114.867,50
28.08.2022;29.08.2022;475.288,25;95.985,00;178.715,00;200.588,25
29.08.2022;30.08.2022;361.882,25;34.537,00;100.116,25;227.229,00
30.08.2022;31.08.2022;365.104,75;33.353,00;100.506,25;231.245,50
31.08.2022;01.09.2022;346.707,25;35.125,00;155.511,25;156.071,00
01.09.2022;02.09.2022;397.926,00;26.976,75;150.034,00;220.915,25
02.09.2022;03.09.2022;548.497,50;62.185,50;233.873,75;252.438,25
03.09.2022;04.09.2022;610.011,50;108.966,75;300.750,50;200.294,25
04.09.2022;05.09.2022;499.985,50;95.213,00;172.087,50;232.685,00
05.09.2022;06.09.2022;567.605,50;97.999,50;228.640,00;240.966,00
06.09.2022;07.09.2022;577.102,50;103.424,00;267.757,25;205.921,25
07.09.2022;08.09.2022;356.234,75;40.409,00;129.265,50;186.560,25
08.09.2022;09.09.2022;350.056,50;61.150,50;190.623,75;98.282,25
09.09.2022;10.09.2022;383.038,25;20.692,50;186.867,25;175.478,50
10.09.2022;11.09.2022;271.885,50;11.242,75;126.822,25;133.820,50
11.09.2022;12.09.2022;226.757,75;2.335,00;69.400,00;155.022,75
12.09.2022;13.09.2022;323.454,00;46.178,00;59.086,25;218.189,75
13.09.2022;14.09.2022;473.654,75;100.810,00;220.984,75;151.860,00
14.09.2022;15.09.2022;256.825,75;64.731,50;108.052,25;84.042,00
15.09.2022;16.09.2022;545.605,00;127.642,50;300.194,75;117.767,75
16.09.2022;17.09.2022;750.456,00;134.280,00;479.432,25;136.743,75
17.09.2022;18.09.2022;784.379,00;135.881,50;528.477,00;120.020,50
18.09.2022;19.09.2022;751.331,25;119.517,00;539.767,50;92.046,75
19.09.2022;20.09.2022;601.031,75;126.141,75;339.849,25;135.040,75
20.09.2022;21.09.2022;314.075,50;40.296,50;119.952,75;153.826,25
21.09.2022;22.09.2022;243.026,25;2.139,50;29.150,00;211.736,75
22.09.2022;23.09.2022;267.323,25;12.403,75;33.937,25;220.982,25
23.09.2022;24.09.2022;310.033,50;32.047,75;79.286,00;198.699,75
24.09.2022;25.09.2022;205.931,50;63.261,75;42.598,00;100.071,75
25.09.2022;26.09.2022;228.413,75;41.805,00;67.371,25;119.237,50
26.09.2022;27.09.2022;595.914,75;99.569,25;369.863,50;126.482,00
27.09.2022;28.09.2022;420.135,00;49.291,00;294.053,75;76.790,25
28.09.2022;29.09.2022;184.340,25;2.766,50;92.331,50;89.242,25
29.09.2022;30.09.2022;192.229,00;18.652,25;44.027,75;129.549,00
30.09.2022;01.10.2022;351.281,25;54.485,50;126.467,25;170.328,50
01.10.2022;02.10.2022;791.966,25;117.538,25;621.131,50;53.296,50
02.10.2022;03.10.2022;686.422,25;137.477,50;465.045,50;83.899,25
03.10.2022;04.10.2022;511.990,25;68.085,50;310.347,75;133.557,00
04.10.2022;05.10.2022;432.853,25;96.434,75;169.706,75;166.711,75
05.10.2022;06.10.2022;825.738,25;138.347,50;500.839,75;186.551,00
06.10.2022;07.10.2022;753.738,00;132.401,00;438.583,25;182.753,75
07.10.2022;08.10.2022;583.598,75;128.884,25;269.899,75;184.814,75
08.10.2022;09.10.2022;568.749,25;106.174,25;347.491,25;115.083,75
09.10.2022;10.10.2022;437.150,50;59.277,75;186.448,50;191.424,25
10.10.2022;11.10.2022;610.272,00;118.037,00;321.594,25;170.640,75
11.10.2022;12.10.2022;334.012,50;65.848,00;133.431,75;134.732,75
12.10.2022;13.10.2022;231.168,50;34.115,75;49.855,00;147.197,75
13.10.2022;14.10.2022;281.261,25;41.047,50;157.125,25;83.088,50
14.10.2022;15.10.2022;242.742,50;31.809,50;132.710,50;78.222,50
15.10.2022;16.10.2022;401.482,75;79.126,25;256.854,75;65.501,75
16.10.2022;17.10.2022;539.786,00;109.221,75;304.145,25;126.419,00
17.10.2022;18.10.2022;521.569,00;93.766,50;283.309,75;144.492,75
18.10.2022;19.10.2022;308.345,75;86.856,75;130.561,50;90.927,50
19.10.2022;20.10.2022;302.423,75;36.255,00;146.281,75;119.887,00
20.10.2022;21.10.2022;677.668,75;122.558,25;433.418,50;121.692,00
21.10.2022;22.10.2022;325.927,25;30.286,00;241.817,75;53.823,50
22.10.2022;23.10.2022;351.883,25;54.067,25;195.988,75;101.827,25
23.10.2022;24.10.2022;413.609,00;56.783,50;249.227,25;107.598,25
24.10.2022;25.10.2022;799.311,50;127.679,50;594.346,00;77.286,00
25.10.2022;26.10.2022;577.020,50;101.192,75;359.348,25;116.479,50
26.10.2022;27.10.2022;341.465,50;65.189,75;177.843,25;98.432,50
27.10.2022;28.10.2022;476.533,50;89.751,75;251.765,25;135.016,50
28.10.2022;29.10.2022;547.968,75;76.968,00;353.255,00;117.745,75
29.10.2022;30.10.2022;274.364,25;32.709,50;146.125,25;95.529,50
30.10.2022;31.10.2022;303.290,00;35.744,50;148.706,25;118.839,25
31.10.2022;01.11.2022;271.647,75;44.037,00;136.167,75;91.443,00
01.11.2022;02.11.2022;671.518,00;134.715,00;465.123,25;71.679,75
02.11.2022;03.11.2022;802.540,25;143.509,75;551.733,50;107.297,00
03.11.2022;04.11.2022;699.713,50;136.694,25;481.422,00;81.597,25
04.11.2022;05.11.2022;417.443,25;108.737,75;266.814,75;41.890,75
05.11.2022;06.11.2022;434.452,75;95.717,50;256.848,75;81.886,50
06.11.2022;07.11.2022;740.543,00;128.526,25;512.177,25;99.839,50
07.11.2022;08.11.2022;793.225,75;132.110,25;593.500,50;67.615,00
08.11.2022;09.11.2022;749.291,75;122.823,25;524.088,75;102.379,75
09.11.2022;10.11.2022;710.287,75;116.258,75;537.058,75;56.970,25
10.11.2022;11.11.2022;660.707,75;132.625,50;445.492,75;82.589,50
11.11.2022;12.11.2022;570.742,00;134.278,25;361.071,50;75.392,25
12.11.2022;13.11.2022;204.042,50;36.497,00;83.498,00;84.047,50
13.11.2022;14.11.2022;385.082,50;40.615,75;241.732,25;102.734,50
14.11.2022;15.11.2022;546.531,25;98.366,50;356.926,00;91.238,75
15.11.2022;16.11.2022;477.207,50;90.359,00;301.170,50;85.678,00
16.11.2022;17.11.2022;578.599,50;121.704,75;421.425,75;35.469,00
17.11.2022;18.11.2022;825.535,50;94.347,50;701.563,50;29.624,50
18.11.2022;19.11.2022;495.026,50;127.561,50;342.933,00;24.532,00
19.11.2022;20.11.2022;257.043,00;61.489,75;147.204,75;48.348,50
20.11.2022;21.11.2022;195.402,25;15.552,50;139.622,75;40.227,00
21.11.2022;22.11.2022;296.544,00;35.116,00;213.837,75;47.590,25
22.11.2022;23.11.2022;550.348,00;132.737,25;389.573,75;28.037,00
23.11.2022;24.11.2022;539.736,25;121.036,50;355.386,75;63.313,00
24.11.2022;25.11.2022;376.703,00;81.446,00;261.654,00;33.603,00
25.11.2022;26.11.2022;355.650,75;84.236,00;231.441,25;39.973,50
26.11.2022;27.11.2022;250.490,25;54.616,50;159.757,50;36.116,25
27.11.2022;28.11.2022;482.360,25;115.391,50;315.950,75;51.018,00
28.11.2022;29.11.2022;411.944,50;79.306,25;315.147,00;17.491,25
29.11.2022;30.11.2022;117.463,50;27.871,75;76.494,00;13.097,75
30.11.2022;01.12.2022;108.389,75;21.652,00;63.519,00;23.218,75
01.12.2022;02.12.2022;125.089,00;30.170,50;74.925,75;19.992,75
02.12.2022;03.12.2022;309.233,50;93.091,75;204.620,25;11.521,50
03.12.2022;04.12.2022;333.857,00;124.486,50;193.841,50;15.529,00
04.12.2022;05.12.2022;355.731,00;128.257,25;210.024,50;17.449,25
05.12.2022;06.12.2022;261.077,75;110.390,75;141.335,25;9.351,75
06.12.2022;07.12.2022;182.639,75;48.415,50;117.870,75;16.353,50
07.12.2022;08.12.2022;429.488,75;93.506,00;311.519,75;24.463,00
08.12.2022;09.12.2022;219.009,50;26.971,25;167.850,50;24.187,75
09.12.2022;10.12.2022;118.256,25;41.073,50;55.994,75;21.188,00
10.12.2022;11.12.2022;92.939,25;37.227,00;40.615,50;15.096,75
11.12.2022;12.12.2022;94.387,75;39.912,25;36.891,50;17.584,00
12.12.2022;13.12.2022;139.802,75;36.028,50;72.506,50;31.267,75
13.12.2022;14.12.2022;247.312,50;51.576,75;142.032,00;53.703,75
14.12.2022;15.12.2022;235.629,75;60.509,75;152.705,00;22.415,00
15.12.2022;16.12.2022;273.775,50;67.325,00;168.067,50;38.383,00
16.12.2022;17.12.2022;129.190,00;29.146,75;74.036,75;26.006,50
17.12.2022;18.12.2022;230.422,50;105.494,75;98.939,00;25.988,75
18.12.2022;19.12.2022;478.788,50;107.475,75;330.703,75;40.609,00
19.12.2022;20.12.2022;747.402,00;142.813,50;594.203,75;10.384,75
20.12.2022;21.12.2022;724.401,25;123.475,75;583.803,00;17.122,50
21.12.2022;22.12.2022;460.097,00;90.946,25;357.633,50;11.517,25
22.12.2022;23.12.2022;523.076,50;97.252,25;413.147,25;12.677,00
23.12.2022;24.12.2022;330.481,50;39.014,75;281.434,75;10.032,00
24.12.2022;25.12.2022;453.779,25;55.947,50;373.265,25;24.566,50
25.12.2022;26.12.2022;419.474,25;72.241,00;312.345,25;34.888,00
26.12.2022;27.12.2022;736.698,25;119.227,50;603.145,00;14.325,75
27.12.2022;28.12.2022;721.835,00;137.968,75;539.074,25;44.792,00
28.12.2022;29.12.2022;902.364,50;139.212,00;736.634,75;26.517,75
29.12.2022;30.12.2022;909.649,25;118.427,50;757.752,50;33.469,25
30.12.2022;31.12.2022;831.262,50;137.255,25;642.161,25;51.846,00
31.12.2022;01.01.2023;844.825,25;81.793,25;726.100,25;36.931,75
01.01.2023;02.01.2023;709.437,50;96.470,75;555.727,00;57.239,75
02.01.2023;03.01.2023;669.523,50;80.789,75;545.079,25;43.654,50
03.01.2023;04.01.2023;452.430,75;99.646,25;310.828,50;41.956,00
04.01.2023;05.01.2023;1.068.469,00;135.871,00;922.115,75;10.482,25
05.01.2023;06.01.2023;710.658,75;64.504,25;621.848,75;24.305,75
06.01.2023;07.01.2023;637.893,50;133.802,25;475.029,25;29.062,00
07.01.2023;08.01.2023;598.270,25;130.442,00;420.664,50;47.163,75
08.01.2023;09.01.2023;613.301,75;139.815,00;452.922,75;20.564,00
09.01.2023;10.01.2023;553.100,25;87.380,75;441.655,50;24.064,00
10.01.2023;11.01.2023;616.208,75;105.242,00;480.504,75;30.462,00
11.01.2023;12.01.2023;810.463,25;129.747,50;665.932,75;14.783,00
12.01.2023;13.01.2023;1.069.370,50;128.368,50;927.203,75;13.798,25
13.01.2023;14.01.2023;1.086.331,25;131.264,25;921.800,25;33.266,75
14.01.2023;15.01.2023;981.284,50;133.919,25;821.768,25;25.597,00
15.01.2023;16.01.2023;1.026.926,50;124.159,50;876.930,25;25.836,75
16.01.2023;17.01.2023;713.104,50;68.358,75;594.613,00;50.132,75
17.01.2023;18.01.2023;651.658,00;120.848,50;468.926,75;61.882,75
18.01.2023;19.01.2023;381.306,00;103.030,25;240.079,00;38.196,75
19.01.2023;20.01.2023;548.042,25;85.753,75;419.787,50;42.501,00
20.01.2023;21.01.2023;145.231,75;23.226,75;89.229,50;32.775,50
21.01.2023;22.01.2023;367.334,00;35.228,75;310.377,25;21.728,00
22.01.2023;23.01.2023;294.378,75;37.802,75;244.091,25;12.484,75
23.01.2023;24.01.2023;148.599,25;10.127,00;122.048,75;16.423,50
24.01.2023;25.01.2023;134.180,50;7.271,50;103.008,50;23.900,50
25.01.2023;26.01.2023;136.927,25;65.592,50;50.555,75;20.779,00
26.01.2023;27.01.2023;178.789,25;91.332,75;72.010,00;15.446,50
27.01.2023;28.01.2023;256.380,50;40.299,75;196.722,25;19.358,50
28.01.2023;29.01.2023;155.541,25;31.705,75;93.139,75;30.695,75
29.01.2023;30.01.2023;575.604,00;121.987,50;420.920,25;32.696,25
30.01.2023;31.01.2023;1.031.493,00;108.771,75;894.177,75;28.543,50
31.01.2023;01.02.2023;932.122,00;109.691,25;800.306,75;22.124,00
01.02.2023;02.02.2023;1.071.076,75;92.606,75;950.572,50;27.897,50
02.02.2023;03.02.2023;674.246,00;71.834,00;575.899,25;26.512,75
03.02.2023;04.02.2023;1.059.886,00;101.289,50;938.426,00;20.170,50
04.02.2023;05.02.2023;250.983,00;28.539,25;160.122,00;62.321,75
05.02.2023;06.02.2023;342.447,75;96.284,00;196.322,00;49.841,75
06.02.2023;07.02.2023;171.701,25;11.030,50;97.982,75;62.688,00
07.02.2023;08.02.2023;265.638,25;28.442,75;91.647,00;145.548,50
08.02.2023;09.02.2023;421.757,50;56.325,75;211.543,75;153.888,00
09.02.2023;10.02.2023;578.242,25;111.845,50;329.154,00;137.242,75
10.02.2023;11.02.2023;614.485,00;107.317,50;405.611,75;101.555,75
11.02.2023;12.02.2023;665.392,00;79.686,25;530.623,25;55.082,50
12.02.2023;13.02.2023;183.665,75;29.990,75;97.504,00;56.171,00
13.02.2023;14.02.2023;183.693,25;24.216,50;76.863,00;82.613,75
14.02.2023;15.02.2023;176.292,50;16.474,25;48.582,25;111.236,00
15.02.2023;16.02.2023;284.582,75;34.064,00;126.746,75;123.772,00
16.02.2023;17.02.2023;530.847,00;62.968,00;352.374,75;115.504,25
17.02.2023;18.02.2023;1.002.357,50;96.725,50;876.687,25;28.944,75
18.02.2023;19.02.2023;767.874,50;53.638,75;674.541,75;39.694,00
19.02.2023;20.02.2023;486.874,25;56.078,50;368.012,00;62.783,75
20.02.2023;21.02.2023;1.018.443,00;102.202,25;807.351,00;108.889,75
21.02.2023;22.02.2023;532.698,75;49.224,75;377.454,75;106.019,25
22.02.2023;23.02.2023;247.290,75;23.847,75;115.229,50;108.213,50
23.02.2023;24.02.2023;241.894,25;56.774,75;128.060,00;57.059,50
24.02.2023;25.02.2023;680.177,50;110.922,50;518.366,00;50.889,00
25.02.2023;26.02.2023;761.821,50;100.770,50;586.497,75;74.553,25
26.02.2023;27.02.2023;525.897,00;66.551,25;347.194,50;112.151,25
27.02.2023;28.02.2023;329.398,75;7.621,25;193.148,75;128.628,75
28.02.2023;01.03.2023;328.240,25;6.287,00;155.704,00;166.249,25
01.03.2023;02.03.2023;367.815,25;3.975,50;168.699,25;195.140,50
02.03.2023;03.03.2023;357.664,25;13.127,50;165.636,50;178.900,25
03.03.2023;04.03.2023;355.965,75;65.590,25;163.924,00;126.451,50
04.03.2023;05.03.2023;623.418,75;99.828,25;427.535,00;96.055,50
05.03.2023;06.03.2023;392.127,50;64.206,50;258.516,00;69.405,00
06.03.2023;07.03.2023;317.415,00;48.735,50;200.685,00;67.994,50
07.03.2023;08.03.2023;796.169,75;80.873,50;630.780,00;84.516,25
08.03.2023;09.03.2023;296.924,50;21.417,50;228.963,50;46.543,50
09.03.2023;10.03.2023;349.590,75;13.991,50;267.489,25;68.110,00
10.03.2023;11.03.2023;711.012,50;102.881,75;539.306,75;68.824,00
11.03.2023;12.03.2023;614.216,00;89.953,50;402.084,75;122.177,75
12.03.2023;13.03.2023;560.073,00;84.882,00;404.320,50;70.870,50
13.03.2023;14.03.2023;1.087.507,75;111.315,50;875.816,25;100.376,00
14.03.2023;15.03.2023;964.521,75;105.687,25;779.431,25;79.403,25
15.03.2023;16.03.2023;580.733,50;103.172,25;330.979,25;146.582,00
16.03.2023;17.03.2023;712.834,50;110.636,25;421.241,75;180.956,50
17.03.2023;18.03.2023;677.999,00;88.413,75;414.555,50;175.029,75
18.03.2023;19.03.2023;390.940,50;19.375,50;183.815,75;187.749,25
19.03.2023;20.03.2023;272.693,00;40.354,75;116.298,75;116.039,50
20.03.2023;21.03.2023;354.965,50;54.380,25;208.189,25;92.396,00
21.03.2023;22.03.2023;391.488,75;77.344,75;201.949,25;112.194,75
22.03.2023;23.03.2023;854.282,75;124.265,25;555.163,00;174.854,50
23.03.2023;24.03.2023;859.709,00;122.270,25;639.675,50;97.763,25
24.03.2023;25.03.2023;917.897,25;111.632,50;704.247,75;102.017,00
25.03.2023;26.03.2023;963.354,25;103.362,00;721.181,75;138.810,50
26.03.2023;27.03.2023;524.259,50;78.048,25;347.928,50;98.282,75
27.03.2023;28.03.2023;774.392,75;110.195,25;510.384,25;153.813,25
28.03.2023;29.03.2023;535.924,25;72.121,50;280.206,00;183.596,75
29.03.2023;30.03.2023;412.328,75;74.172,00;228.415,25;109.741,50
30.03.2023;31.03.2023;839.134,75;114.626,25;607.047,00;117.461,50
31.03.2023;01.04.2023;577.461,00;48.988,75;433.544,00;94.928,25
01.04.2023;02.04.2023;732.474,00;116.742,75;549.507,50;66.223,75
02.04.2023;03.04.2023;662.213,75;85.710,25;445.431,75;131.071,75
03.04.2023;04.04.2023;510.154,25;18.722,00;268.770,00;222.662,25
04.04.2023;05.04.2023;328.262,25;5.632,25;90.803,00;231.827,00
05.04.2023;06.04.2023;270.380,50;6.492,50;31.816,00;232.072,00
06.04.2023;07.04.2023;454.421,50;55.587,50;149.685,75;249.148,25
07.04.2023;08.04.2023;451.112,00;87.659,00;195.882,25;167.570,75
08.04.2023;09.04.2023;240.209,50;27.182,75;98.572,25;114.454,50
09.04.2023;10.04.2023;296.101,50;20.598,00;58.079,75;217.423,75
10.04.2023;11.04.2023;763.424,25;109.037,00;395.988,50;258.398,75
11.04.2023;12.04.2023;774.197,25;94.399,50;506.573,50;173.224,25
12.04.2023;13.04.2023;608.176,00;63.364,75;432.610,50;112.200,75
13.04.2023;14.04.2023;595.923,75;96.472,00;355.680,00;143.771,75
14.04.2023;15.04.2023;310.591,50;44.945,75;95.972,75;169.673,00
15.04.2023;16.04.2023;415.545,25;74.973,75;240.550,50;100.021,00
16.04.2023;17.04.2023;287.574,50;18.554,75;172.602,25;96.417,50
17.04.2023;18.04.2023;390.253,25;22.331,25;188.743,00;179.179,00
18.04.2023;19.04.2023;605.287,50;71.614,00;371.314,25;162.359,25
19.04.2023;20.04.2023;782.079,75;74.606,00;488.036,00;219.437,75
20.04.2023;21.04.2023;642.977,25;100.973,25;391.628,75;150.375,25
21.04.2023;22.04.2023;804.743,00;92.075,75;433.722,25;278.945,00
22.04.2023;23.04.2023;633.485,00;49.634,25;318.169,25;265.681,50
23.04.2023;24.04.2023;420.029,75;32.050,00;193.511,00;194.468,75
24.04.2023;25.04.2023;766.770,75;59.146,50;531.398,50;176.225,75
25.04.2023;26.04.2023;706.338,25;106.032,50;430.092,50;170.213,25
26.04.2023;27.04.2023;554.824,25;77.863,75;270.533,00;206.427,50
27.04.2023;28.04.2023;381.287,75;34.057,75;101.234,25;245.995,75
28.04.2023;29.04.2023;385.258,50;57.778,75;216.184,50;111.295,25
29.04.2023;30.04.2023;444.781,50;30.805,75;222.369,75;191.606,00
30.04.2023;01.05.2023;424.531,75;15.356,50;118.337,00;290.838,25
01.05.2023;02.05.2023;350.164,50;28.389,25;116.539,50;205.235,75
02.05.2023;03.05.2023;514.255,00;62.150,25;261.178,00;190.926,75
03.05.2023;04.05.2023;402.278,25;10.426,75;94.708,75;297.142,75
04.05.2023;05.05.2023;529.387,00;40.236,50;183.414,00;305.736,50
05.05.2023;06.05.2023;676.611,50;93.501,25;356.528,75;226.581,50
06.05.2023;07.05.2023;443.630,00;69.334,00;163.207,75;211.088,25
07.05.2023;08.05.2023;602.669,75;100.756,50;271.726,00;230.187,25
08.05.2023;09.05.2023;580.912,25;62.818,25;284.773,50;233.320,50
09.05.2023;10.05.2023;696.870,75;51.925,25;382.632,00;262.313,50
10.05.2023;11.05.2023;399.025,00;33.831,75;222.231,25;142.962,00
11.05.2023;12.05.2023;258.129,75;31.363,75;98.422,25;128.343,75
12.05.2023;13.05.2023;495.931,00;54.857,75;221.520,75;219.552,50
13.05.2023;14.05.2023;473.222,00;35.491,25;195.727,00;242.003,75
14.05.2023;15.05.2023;335.595,50;13.259,75;81.257,25;241.078,50
15.05.2023;16.05.2023;387.195,75;37.511,50;111.418,25;238.266,00
16.05.2023;17.05.2023;741.524,25;114.743,75;441.762,25;185.018,25
17.05.2023;18.05.2023;650.349,50;75.848,50;320.880,75;253.620,25
18.05.2023;19.05.2023;417.273,50;3.316,00;126.082,25;287.875,25
19.05.2023;20.05.2023;489.236,25;23.691,50;205.862,75;259.682,00
20.05.2023;21.05.2023;660.482,50;63.661,75;345.196,50;251.624,25
21.05.2023;22.05.2023;620.389,75;61.991,75;252.855,00;305.543,00
22.05.2023;23.05.2023;560.952,25;60.701,25;195.014,75;305.236,25
23.05.2023;24.05.2023;702.432,50;104.844,75;408.635,25;188.952,50
24.05.2023;25.05.2023;419.117,75;62.656,25;154.712,75;201.748,75
25.05.2023;26.05.2023;529.691,25;60.362,75;167.032,50;302.296,00
26.05.2023;27.05.2023;600.072,25;49.309,00;219.125,25;331.638,00
27.05.2023;28.05.2023;470.114,50;5.413,75;110.975,50;353.725,25
28.05.2023;29.05.2023;492.522,00;23.259,00;118.968,50;350.294,50
29.05.2023;30.05.2023;620.483,50;65.166,25;217.327,00;337.990,25
30.05.2023;31.05.2023;518.273,25;38.743,25;162.210,50;317.319,50
31.05.2023;01.06.2023;602.597,25;45.203,25;195.097,50;362.296,50
01.06.2023;02.06.2023;679.793,50;91.280,25;256.384,00;332.129,25
02.06.2023;03.06.2023;552.873,00;41.355,50;192.364,25;319.153,25
03.06.2023;04.06.2023;543.877,75;7.137,00;188.961,25;347.779,50
04.06.2023;05.06.2023;487.671,50;9.405,00;118.553,75;359.712,75
05.06.2023;06.06.2023;457.447,25;4.236,50;125.570,25;327.640,50
06.06.2023;07.06.2023;399.730,50;19.833,00;111.399,50;268.498,00
07.06.2023;08.06.2023;372.231,75;21.966,75;70.000,25;280.264,75
08.06.2023;09.06.2023;423.104,50;26.574,50;100.530,00;296.000,00
09.06.2023;10.06.2023;563.945,50;42.209,75;193.167,25;328.568,50
10.06.2023;11.06.2023;692.995,75;86.782,75;284.572,25;321.640,75
11.06.2023;12.06.2023;700.540,75;86.544,75;269.595,75;344.400,25
12.06.2023;13.06.2023;670.058,50;65.681,00;253.082,00;351.295,50
13.06.2023;14.06.2023;672.408,25;69.356,75;258.286,25;344.765,25
