Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
16.10.2017;23.10.2017;740.837,75;257.888,00;384.646,75;1.436.323,00;572.408,50;31.169,00;1.694.225,00;2.626.728,25;1.461.984,00;547.869,00;188.624,00;240.934,50
23.10.2017;30.10.2017;748.898,25;270.136,25;493.792,00;2.890.857,75;310.434,25;32.938,00;1.586.061,75;2.284.533,50;1.027.283,00;479.773,25;171.761,00;205.526,25
30.10.2017;06.11.2017;770.672,75;276.076,25;423.695,50;1.708.921,75;348.576,00;36.455,25;1.697.153,00;2.442.414,00;1.024.015,75;477.631,50;149.906,50;255.372,75
06.11.2017;13.11.2017;780.067,50;312.777,00;374.739,50;1.559.594,75;147.885,25;37.302,75;1.480.233,25;2.712.144,75;1.514.554,50;713.182,50;198.205,00;265.221,75
13.11.2017;20.11.2017;805.338,75;330.208,50;409.626,75;1.891.574,25;200.166,25;37.327,25;1.550.838,50;2.493.843,00;1.595.176,75;643.664,00;184.695,50;258.540,25
20.11.2017;27.11.2017;804.883,25;296.632,75;396.234,50;2.773.917,50;180.928,50;37.409,25;1.690.434,25;2.589.866,00;1.339.894,00;517.446,50;191.129,25;249.037,50
27.11.2017;04.12.2017;807.993,25;297.590,00;343.670,25;1.650.188,75;128.244,50;39.005,75;1.708.575,00;2.809.475,00;1.702.702,50;739.087,00;184.866,00;261.520,00
04.12.2017;11.12.2017;808.815,75;265.161,75;588.362,00;3.844.374,50;115.468,75;39.094,25;1.657.282,75;2.450.947,75;935.973,50;520.958,25;122.829,50;235.055,50
11.12.2017;18.12.2017;809.905,00;310.222,50;411.808,50;2.696.291,75;126.997,50;38.825,25;1.691.586,75;2.584.805,25;1.307.936,50;552.869,50;138.550,25;256.460,25
18.12.2017;25.12.2017;809.412,75;308.672,75;293.608,00;2.052.157,25;69.264,25;36.539,25;1.603.383,75;2.259.469,25;1.536.848,25;656.913,00;151.644,00;247.659,00
25.12.2017;01.01.2018;806.231,50;277.321,00;563.617,50;3.644.681,75;135.550,00;34.676,00;1.551.922,75;1.587.169,00;345.810,75;267.807,25;126.538,50;220.733,00
01.01.2018;08.01.2018;811.286,00;301.512,00;359.618,75;3.429.123,00;132.714,00;34.536,75;1.444.480,00;2.169.153,75;780.882,50;690.624,00;257.734,75;228.933,00
08.01.2018;15.01.2018;814.414,50;316.913,25;380.354,25;1.734.794,75;174.357,50;38.731,25;1.561.154,50;2.840.003,00;1.519.970,50;1.152.305,50;210.723,25;233.382,00
15.01.2018;22.01.2018;811.060,00;321.303,75;413.338,50;2.957.745,75;143.336,50;38.380,00;1.553.483,00;2.682.881,00;1.022.377,75;863.799,00;215.060,00;228.695,25
22.01.2018;29.01.2018;809.616,50;314.217,25;461.701,75;2.577.433,50;175.229,00;36.583,75;1.493.647,00;2.466.906,75;1.427.587,25;957.925,00;201.398,75;233.325,50
29.01.2018;05.02.2018;814.644,75;312.273,50;532.774,75;2.791.140,75;226.453,25;39.037,75;1.530.605,50;2.554.589,50;1.276.651,75;986.323,50;168.402,50;226.150,50
05.02.2018;12.02.2018;812.579,50;301.618,25;328.791,75;1.103.151,00;322.748,00;40.372,75;1.570.162,00;2.806.646,00;2.135.703,75;1.493.749,25;210.663,25;203.431,00
12.02.2018;19.02.2018;818.263,50;288.978,00;426.726,50;1.666.187,25;455.108,75;40.226,25;1.559.494,75;2.655.616,50;1.921.077,00;1.168.867,50;174.513,00;214.984,25
19.02.2018;26.02.2018;817.145,00;289.138,50;238.897,00;1.630.445,00;642.842,25;40.409,75;1.497.700,25;2.879.761,25;2.098.043,50;1.305.121,00;191.333,25;220.017,00
26.02.2018;05.03.2018;807.524,00;250.432,75;667.923,75;2.701.384,25;677.912,25;39.505,00;1.349.466,00;2.824.115,25;1.894.371,50;974.937,50;192.915,00;208.338,25
05.03.2018;12.03.2018;796.175,75;254.678,75;319.580,25;1.666.441,75;543.253,00;37.184,75;1.343.797,25;2.731.635,50;1.874.116,00;989.850,00;181.138,00;218.351,00
12.03.2018;19.03.2018;782.117,50;280.780,75;321.180,75;3.205.830,00;465.601,75;36.592,25;1.305.541,50;2.155.195,50;1.365.992,50;758.207,75;203.943,25;204.315,25
19.03.2018;26.03.2018;740.119,00;236.218,00;262.782,00;1.142.738,25;758.693,00;37.150,50;1.444.480,50;2.689.987,00;2.317.856,75;1.109.266,00;228.944,00;201.465,50
26.03.2018;02.04.2018;787.195,00;251.346,25;353.517,25;1.621.960,75;619.810,75;37.661,50;1.498.377,00;2.369.692,75;1.526.259,00;861.274,75;181.977,25;209.790,25
02.04.2018;09.04.2018;781.960,25;289.718,00;392.146,50;2.212.175,25;1.157.753,25;35.499,00;1.295.587,25;2.278.468,00;774.888,50;528.020,25;189.696,25;213.911,75
09.04.2018;16.04.2018;752.354,25;315.851,00;450.127,00;1.649.607,25;978.456,00;31.136,00;1.271.723,00;2.604.810,50;1.168.401,50;503.380,50;200.929,50;209.810,75
16.04.2018;23.04.2018;742.488,50;353.252,25;249.957,00;682.107,75;1.343.988,75;31.289,00;1.215.553,75;2.571.615,50;1.445.041,75;584.538,00;192.047,00;216.873,50
23.04.2018;30.04.2018;718.723,00;381.081,50;376.596,25;1.904.513,25;1.131.323,50;31.914,50;1.069.081,00;2.325.331,25;672.515,50;464.167,25;205.163,25;212.944,00
30.04.2018;07.05.2018;778.547,75;372.533,00;275.348,25;1.909.132,00;1.296.594,00;32.071,75;1.071.650,25;1.927.447,00;806.336,75;474.056,00;193.001,00;186.337,25
07.05.2018;14.05.2018;766.048,00;376.551,50;310.355,00;1.277.473,25;1.377.515,75;31.003,75;1.211.515,75;2.196.350,00;569.054,25;415.884,00;193.607,00;188.743,50
14.05.2018;21.05.2018;761.827,00;392.614,25;290.624,25;1.347.614,75;1.177.174,75;31.538,50;1.086.782,50;2.289.093,00;888.545,75;496.042,00;207.880,75;199.214,75
21.05.2018;28.05.2018;756.340,00;376.335,00;365.389,75;1.367.340,50;1.390.267,25;31.211,00;1.032.444,50;2.392.592,00;855.544,50;464.181,75;182.437,50;193.710,00
28.05.2018;04.06.2018;723.550,50;378.820,25;184.119,00;795.687,00;1.347.797,25;29.848,00;1.079.765,00;2.587.022,50;1.110.311,75;492.334,25;157.918,00;181.530,75
04.06.2018;11.06.2018;732.327,25;378.496,25;116.119,00;717.068,75;1.399.058,00;27.330,25;1.088.635,50;2.646.060,25;1.420.013,75;553.907,25;155.942,75;177.044,50
11.06.2018;18.06.2018;755.341,75;404.789,75;306.277,50;844.113,75;1.114.458,75;27.390,75;1.322.112,00;2.690.420,75;1.181.549,00;669.707,25;140.838,50;162.325,25
18.06.2018;25.06.2018;747.187,75;387.018,75;507.531,00;1.887.309,00;1.152.929,75;27.961,00;1.504.565,50;2.326.316,75;664.535,50;530.296,25;176.120,75;138.938,25
25.06.2018;02.07.2018;756.979,75;346.583,50;195.395,75;1.163.853,00;1.420.444,00;27.167,75;1.524.017,75;2.591.729,75;984.782,75;627.303,75;149.421,50;139.365,00
02.07.2018;09.07.2018;759.540,50;353.156,75;200.970,50;968.191,25;1.489.805,25;25.984,50;1.519.290,75;2.625.820,00;1.241.156,75;602.289,00;148.895,25;151.993,25
09.07.2018;16.07.2018;736.176,00;323.151,25;216.914,00;817.574,00;1.245.073,25;26.085,00;1.459.003,75;2.708.329,00;1.426.112,75;822.709,75;101.566,75;159.941,50
16.07.2018;23.07.2018;702.830,00;293.496,50;74.638,25;682.418,25;1.326.859,75;25.778,75;1.281.193,50;2.724.077,50;1.490.710,50;834.904,25;77.011,25;166.484,75
23.07.2018;30.07.2018;695.785,00;297.657,00;195.435,50;719.240,50;1.435.618,00;25.245,75;1.270.139,00;2.471.305,00;1.548.620,50;835.047,50;135.258,75;243.787,25
30.07.2018;06.08.2018;709.531,50;287.608,50;94.413,75;689.605,00;1.387.978,50;24.231,75;1.437.397,50;2.488.689,00;1.443.112,25;582.425,75;131.796,00;216.896,75
06.08.2018;13.08.2018;724.705,00;269.113,50;307.287,25;1.451.878,50;1.310.188,50;24.081,50;1.449.182,50;2.451.937,75;935.597,00;773.255,50;150.747,25;238.949,50
13.08.2018;20.08.2018;733.761,00;263.725,75;244.717,50;936.775,00;1.186.041,00;24.479,25;1.486.669,25;2.435.403,75;1.089.959,25;771.890,00;123.155,75;238.107,00
20.08.2018;27.08.2018;744.658,50;286.298,00;251.597,25;1.030.895,00;1.064.529,50;24.727,50;1.508.492,25;2.517.156,00;1.343.573,25;619.492,25;159.819,00;250.690,50
27.08.2018;03.09.2018;743.979,75;297.776,25;230.878,50;1.323.124,00;849.404,75;24.344,75;1.439.179,25;2.475.302,00;1.560.372,25;751.040,50;132.663,75;276.310,50
03.09.2018;10.09.2018;740.575,25;303.273,25;241.783,50;837.644,50;977.953,75;23.697,00;1.306.862,25;2.499.329,75;1.623.934,00;866.426,50;168.144,50;272.579,75
10.09.2018;17.09.2018;729.157,25;265.269,00;430.382,75;999.678,00;948.892,00;24.024,75;1.303.532,00;2.433.993,50;1.625.772,00;730.701,25;157.994,00;264.007,50
17.09.2018;24.09.2018;691.817,00;237.971,75;538.871,75;2.219.013,50;902.742,25;24.520,00;1.296.989,00;2.314.721,75;1.159.317,00;559.262,75;209.548,25;269.252,75
24.09.2018;01.10.2018;741.665,50;248.496,75;559.209,75;1.823.897,75;1.039.168,00;25.252,00;1.315.661,00;2.491.075,75;1.144.680,00;563.278,25;170.578,00;273.531,00
01.10.2018;08.10.2018;769.727,00;248.891,50;434.617,50;2.033.196,50;703.588,00;23.800,50;1.305.142,25;2.088.270,75;1.624.319,00;669.495,25;175.430,25;291.653,75
08.10.2018;15.10.2018;716.207,75;220.752,00;537.961,75;1.542.414,75;894.240,00;23.545,50;1.293.371,00;2.302.502,25;1.723.825,00;844.901,50;182.084,75;284.561,50
15.10.2018;22.10.2018;756.670,50;209.166,00;167.734,75;563.878,25;711.351,25;24.213,75;1.318.353,75;2.663.846,25;2.188.623,00;1.188.030,50;168.355,50;271.701,00
22.10.2018;29.10.2018;803.589,50;204.977,75;606.953,75;3.088.344,75;301.433,75;24.520,25;1.280.236,00;2.556.946,75;1.105.674,00;768.518,25;164.400,25;251.052,50
29.10.2018;05.11.2018;809.798,25;254.101,25;510.098,50;2.214.821,75;317.658,00;25.036,25;1.312.340,25;2.468.729,00;1.210.318,25;850.925,50;164.200,50;286.192,00
05.11.2018;12.11.2018;811.338,25;222.066,75;472.163,50;1.697.371,75;354.455,75;25.326,25;1.422.984,50;2.458.284,75;1.627.449,75;1.169.994,00;155.283,75;296.707,50
12.11.2018;19.11.2018;815.718,00;216.885,75;410.862,50;2.005.994,75;384.804,00;25.481,00;1.489.431,50;2.502.502,00;1.733.741,00;996.415,75;140.224,00;287.938,75
19.11.2018;26.11.2018;824.935,00;230.874,25;443.067,00;1.950.650,25;146.049,50;25.473,00;1.544.399,25;2.463.114,25;1.979.577,25;1.341.001,75;172.335,75;300.085,75
26.11.2018;03.12.2018;795.818,25;206.326,00;595.442,50;2.525.397,50;141.286,75;24.938,00;1.539.151,50;2.372.515,75;1.574.659,00;1.257.842,75;177.284,75;304.165,50
03.12.2018;10.12.2018;772.362,50;229.534,50;674.104,25;3.938.303,75;133.634,75;23.395,00;1.454.146,25;1.949.824,50;1.015.333,75;923.642,75;194.454,50;290.683,00
10.12.2018;17.12.2018;801.628,00;261.094,50;495.783,50;2.038.513,00;106.091,75;22.822,00;1.565.329,50;2.556.971,25;2.054.663,00;1.407.770,00;206.238,75;304.281,25
17.12.2018;24.12.2018;821.095,00;230.951,25;449.016,50;2.609.687,25;99.841,25;22.393,75;1.552.443,00;2.247.676,50;1.430.140,00;1.117.113,50;196.552,25;305.998,75
24.12.2018;31.12.2018;823.820,50;285.932,50;540.512,25;2.398.788,75;140.437,50;22.756,75;1.541.371,25;1.549.175,50;822.366,00;816.253,25;184.396,00;293.975,75
31.12.2018;07.01.2019;813.252,75;241.800,25;492.364,25;2.931.516,75;101.294,25;21.408,25;1.486.033,50;1.975.320,50;1.138.946,00;927.983,25;150.143,00;282.820,00
07.01.2019;14.01.2019;815.611,25;260.883,25;607.799,00;3.879.046,75;66.190,25;26.590,50;1.531.392,75;1.917.823,75;1.370.116,75;1.143.245,00;179.184,00;285.558,00
14.01.2019;21.01.2019;816.159,00;274.463,25;479.686,25;3.127.822,00;255.614,50;33.693,75;1.536.333,00;2.170.848,00;1.703.107,50;1.238.530,50;169.506,50;263.396,50
21.01.2019;28.01.2019;824.388,50;273.072,25;392.774,00;1.532.488,75;182.533,00;33.560,25;1.587.707,25;2.576.544,50;2.160.788,00;1.628.814,50;237.283,25;279.820,50
28.01.2019;04.02.2019;815.224,75;241.490,00;486.981,75;1.817.401,25;208.708,00;33.093,25;1.581.023,75;2.546.771,00;2.127.720,25;1.483.965,50;202.374,50;277.994,00
04.02.2019;11.02.2019;814.149,75;231.035,75;625.342,75;3.680.889,50;312.415,50;31.271,00;1.499.709,50;1.957.056,00;1.228.518,75;1.099.905,00;184.006,00;273.767,00
11.02.2019;18.02.2019;820.358,25;254.493,50;552.361,25;2.189.061,00;637.850,25;31.657,75;1.553.123,25;2.557.851,25;1.362.449,00;1.106.963,75;177.746,00;316.740,50
18.02.2019;25.02.2019;821.639,75;260.469,25;464.373,75;1.729.957,50;639.838,50;32.110,75;1.566.719,75;2.735.128,50;1.335.297,75;1.057.638,75;162.425,25;327.618,50
25.02.2019;04.03.2019;813.504,75;286.563,25;311.044,50;1.823.253,00;656.914,00;30.966,50;1.517.198,25;2.374.724,50;1.201.491,00;969.877,25;186.267,50;297.774,00
04.03.2019;11.03.2019;802.880,25;299.631,75;706.291,75;4.716.477,00;494.391,50;29.942,25;1.472.258,25;1.362.181,25;485.654,75;757.387,50;202.943,75;302.809,50
11.03.2019;18.03.2019;778.060,50;320.765,75;761.427,00;4.907.190,25;483.992,50;29.812,50;1.513.965,25;1.269.413,50;490.782,75;649.141,25;222.074,00;231.914,00
18.03.2019;25.03.2019;803.928,00;323.974,00;435.153,00;1.451.506,00;1.020.195,25;30.258,50;1.563.561,25;2.417.528,50;1.011.723,00;1.009.871,75;178.366,50;246.625,00
25.03.2019;01.04.2019;803.508,75;292.472,75;432.277,25;1.528.279,75;910.553,50;30.224,50;1.545.245,50;2.394.371,75;738.058,00;887.468,75;163.001,50;244.017,75
01.04.2019;08.04.2019;807.244,75;311.620,75;277.255,00;1.323.572,50;1.029.101,50;29.053,00;1.567.133,50;2.498.042,50;1.013.497,00;990.438,00;203.819,00;217.138,25
08.04.2019;15.04.2019;763.382,50;301.817,25;392.256,75;1.442.448,50;923.915,50;31.147,25;1.521.449,50;2.546.050,25;1.152.629,00;1.053.982,25;170.861,75;257.690,25
15.04.2019;22.04.2019;800.448,75;280.913,25;518.726,50;1.815.750,50;1.561.971,75;28.060,00;1.263.788,25;1.927.620,75;514.357,25;738.619,75;189.577,00;256.751,00
22.04.2019;29.04.2019;789.473,50;338.155,25;462.011,75;2.337.935,50;1.184.282,75;25.230,75;1.019.872,50;1.470.787,00;451.700,00;603.016,25;169.143,50;223.748,00
29.04.2019;06.05.2019;798.873,75;334.714,50;495.736,00;1.658.192,00;1.035.135,00;27.782,00;1.102.519,75;1.788.092,25;745.129,75;740.482,75;159.057,00;260.273,50
06.05.2019;13.05.2019;793.955,00;338.594,25;376.485,50;1.570.949,50;1.006.663,00;28.421,75;1.107.860,75;2.170.359,00;983.662,25;825.521,50;166.835,75;256.443,00
13.05.2019;20.05.2019;794.192,25;325.615,50;259.171,75;1.261.385,25;1.319.549,00;25.503,00;1.041.353,50;2.164.352,50;888.849,75;743.653,00;134.483,00;249.579,75
20.05.2019;27.05.2019;790.343,50;354.110,75;391.218,50;1.456.506,75;1.121.336,25;21.631,00;890.260,00;2.001.799,25;735.679,00;766.644,00;155.919,50;237.054,75
27.05.2019;03.06.2019;771.767,25;384.995,50;415.965,25;1.084.570,00;1.315.954,25;23.596,00;1.148.844,75;1.521.591,25;513.405,50;671.488,00;173.305,75;225.133,00
03.06.2019;10.06.2019;758.725,00;371.941,25;400.041,00;1.684.405,25;1.469.560,00;20.429,00;1.099.810,50;1.476.397,75;618.676,00;749.693,25;185.765,50;208.686,25
10.06.2019;17.06.2019;766.134,25;338.180,50;372.047,25;1.114.626,50;1.239.113,25;20.542,00;876.077,50;1.663.103,25;676.238,75;875.164,50;166.760,25;166.041,25
